ID khách hàng,Khả năng trả nợ,Giới tính,Độ tuổi,Tình trạng hôn nhân,Tình trạng công việc hiện tại (số năm kinh nghiệm),Thu nhập,Chi tiêu (trung bình một tháng),Hóa đơn tiền điện,Tài sản thế chấp,Tình trạng sở hữu nhà ở,Số tiền dự kiến vay,Mục đích vay,Thời hạn khoản vay,Chứng minh thu nhập,Số thành viên phụ thuộc trong gia đình,Trình độ học vấn
1803,1. Trả nợ trễ hạn,0. Nữ,51,2. Độc thân,3,30000000,26000000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,6. Đầu tư chứng khoán,6,0. Có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1804,1. Trả nợ trễ hạn,0. Nữ,46,3. Ly hôn,2,35000000,31000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,300000000,4. Mua xe,10,0. Có giấy tờ chứng minh thu nhập,3,4. Cấp ba
1805,1. Trả nợ trễ hạn,0. Nữ,35,4. Góa,3,40000000,36000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,300000000,4. Mua xe,5,1. Không có giấy tờ chứng minh thu nhập,2,4. Cấp ba
1806,1. Trả nợ trễ hạn,1. Nam,32,4. Góa,2,30000000,26000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,4. Mua xe,5,0. Có giấy tờ chứng minh thu nhập,2,3. Đại học
1807,1. Trả nợ trễ hạn,1. Nam,33,2. Độc thân,4,40000000,36000000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,2. Học tập,8,0. Có giấy tờ chứng minh thu nhập,4,3. Đại học
1808,1. Trả nợ trễ hạn,1. Nam,47,3. Ly hôn,2,27000000,23000000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
1809,1. Trả nợ trễ hạn,1. Nam,30,2. Độc thân,2,35000000,31000000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,4. Mua xe,10,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
1810,1. Trả nợ trễ hạn,1. Nam,45,3. Ly hôn,2,30000000,26000000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,6. Đầu tư chứng khoán,8,0. Có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1811,1. Trả nợ trễ hạn,0. Nữ,32,4. Góa,1,28000000,24000000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,2,3. Đại học
1812,1. Trả nợ trễ hạn,1. Nam,49,3. Ly hôn,2,35000000,31000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,2. Học tập,10,0. Có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1813,1. Trả nợ trễ hạn,0. Nữ,45,2. Độc thân,1,30000000,26000000,350000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,300000000,4. Mua xe,5,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
1814,1. Trả nợ trễ hạn,1. Nam,38,2. Độc thân,1,40000000,36000000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,2. Học tập,12,1. Không có giấy tờ chứng minh thu nhập,2,3. Đại học
1815,1. Trả nợ trễ hạn,0. Nữ,51,3. Ly hôn,4,28000000,24000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,0,3. Đại học
1816,1. Trả nợ trễ hạn,1. Nam,38,4. Góa,1,30000000,26000000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,1. Tiêu dùng,6,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1817,1. Trả nợ trễ hạn,0. Nữ,48,3. Ly hôn,4,28000000,24000000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,4. Mua xe,10,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
1818,1. Trả nợ trễ hạn,1. Nam,50,3. Ly hôn,3,27000000,23000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,3,4. Cấp ba
1819,1. Trả nợ trễ hạn,1. Nam,30,2. Độc thân,3,50000000,46000000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,1. Tiêu dùng,6,1. Không có giấy tờ chứng minh thu nhập,2,4. Cấp ba
1820,1. Trả nợ trễ hạn,0. Nữ,30,4. Góa,3,30000000,26000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,4. Mua xe,8,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
1821,1. Trả nợ trễ hạn,1. Nam,46,4. Góa,4,50000000,46000000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,4. Mua xe,8,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1822,1. Trả nợ trễ hạn,0. Nữ,30,2. Độc thân,1,27000000,23000000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,2,3. Đại học
1823,1. Trả nợ trễ hạn,0. Nữ,50,4. Góa,3,30000000,26000000,350000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,2. Học tập,10,1. Không có giấy tờ chứng minh thu nhập,0,3. Đại học
1824,1. Trả nợ trễ hạn,0. Nữ,49,2. Độc thân,2,30000000,26000000,250000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1825,1. Trả nợ trễ hạn,1. Nam,49,4. Góa,4,40000000,36000000,250000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
1826,1. Trả nợ trễ hạn,1. Nam,51,3. Ly hôn,2,28000000,24000000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,4. Mua xe,6,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
1827,1. Trả nợ trễ hạn,1. Nam,48,2. Độc thân,3,40000000,36000000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,4. Mua xe,12,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
1828,1. Trả nợ trễ hạn,0. Nữ,35,3. Ly hôn,3,28000000,24000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1829,1. Trả nợ trễ hạn,1. Nam,38,4. Góa,4,30000000,26000000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1830,1. Trả nợ trễ hạn,1. Nam,46,2. Độc thân,1,40000000,36000000,250000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,4. Mua xe,6,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
1831,1. Trả nợ trễ hạn,0. Nữ,45,2. Độc thân,4,40000000,36000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
1832,1. Trả nợ trễ hạn,1. Nam,51,4. Góa,4,50000000,46000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,300000000,6. Đầu tư chứng khoán,8,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1833,1. Trả nợ trễ hạn,1. Nam,32,4. Góa,2,50000000,46000000,350000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
1834,1. Trả nợ trễ hạn,0. Nữ,45,3. Ly hôn,3,27000000,23000000,350000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
1835,1. Trả nợ trễ hạn,0. Nữ,48,2. Độc thân,1,50000000,46000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,300000000,2. Học tập,5,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
1836,1. Trả nợ trễ hạn,1. Nam,48,3. Ly hôn,1,28000000,24000000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,4. Mua xe,8,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1837,1. Trả nợ trễ hạn,0. Nữ,50,3. Ly hôn,3,27000000,23000000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,2. Học tập,8,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
1838,1. Trả nợ trễ hạn,1. Nam,32,4. Góa,1,27000000,23000000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,4. Mua xe,10,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1839,1. Trả nợ trễ hạn,1. Nam,50,4. Góa,4,27000000,23000000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,6. Đầu tư chứng khoán,5,1. Không có giấy tờ chứng minh thu nhập,2,4. Cấp ba
1840,1. Trả nợ trễ hạn,0. Nữ,51,2. Độc thân,3,27000000,23000000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,4. Mua xe,12,1. Không có giấy tờ chứng minh thu nhập,0,3. Đại học
1841,1. Trả nợ trễ hạn,1. Nam,51,2. Độc thân,4,40000000,36000000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,1. Tiêu dùng,6,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1842,1. Trả nợ trễ hạn,1. Nam,38,2. Độc thân,1,35000000,31000000,250000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
1843,1. Trả nợ trễ hạn,1. Nam,35,4. Góa,3,30000000,26000000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,4. Mua xe,10,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1844,1. Trả nợ trễ hạn,1. Nam,33,2. Độc thân,4,30000000,26000000,300000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,4. Mua xe,8,1. Không có giấy tờ chứng minh thu nhập,2,3. Đại học
1845,1. Trả nợ trễ hạn,0. Nữ,47,2. Độc thân,3,35000000,31000000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,4. Mua xe,8,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
1846,1. Trả nợ trễ hạn,1. Nam,49,2. Độc thân,4,50000000,46000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,2. Học tập,6,1. Không có giấy tờ chứng minh thu nhập,0,3. Đại học
1847,1. Trả nợ trễ hạn,0. Nữ,35,3. Ly hôn,2,28000000,24000000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,4. Mua xe,6,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1848,1. Trả nợ trễ hạn,0. Nữ,30,3. Ly hôn,2,28000000,24000000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,2. Học tập,8,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1849,1. Trả nợ trễ hạn,1. Nam,45,4. Góa,1,35000000,31000000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,300000000,2. Học tập,12,1. Không có giấy tờ chứng minh thu nhập,2,3. Đại học
1850,1. Trả nợ trễ hạn,1. Nam,49,4. Góa,1,27000000,23000000,250000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
1851,1. Trả nợ trễ hạn,0. Nữ,48,4. Góa,1,30000000,26000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
1852,1. Trả nợ trễ hạn,0. Nữ,46,2. Độc thân,3,35000000,31000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,2. Học tập,5,1. Không có giấy tờ chứng minh thu nhập,2,3. Đại học
1853,1. Trả nợ trễ hạn,0. Nữ,30,4. Góa,2,40000000,36000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
1854,1. Trả nợ trễ hạn,1. Nam,49,2. Độc thân,3,35000000,31000000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
1855,1. Trả nợ trễ hạn,1. Nam,49,3. Ly hôn,2,30000000,26000000,350000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
1856,1. Trả nợ trễ hạn,0. Nữ,45,3. Ly hôn,1,40000000,36000000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,1. Tiêu dùng,5,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
1857,1. Trả nợ trễ hạn,0. Nữ,32,4. Góa,4,30000000,26000000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,2. Học tập,6,1. Không có giấy tờ chứng minh thu nhập,2,3. Đại học
1858,1. Trả nợ trễ hạn,0. Nữ,48,2. Độc thân,1,30000000,26000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,1. Tiêu dùng,5,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
1859,1. Trả nợ trễ hạn,1. Nam,38,4. Góa,3,35000000,31000000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,1. Tiêu dùng,5,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
1860,1. Trả nợ trễ hạn,0. Nữ,45,4. Góa,4,30000000,26000000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,2. Học tập,6,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1861,1. Trả nợ trễ hạn,1. Nam,49,3. Ly hôn,1,27000000,23000000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,2. Học tập,10,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
1862,1. Trả nợ trễ hạn,1. Nam,51,3. Ly hôn,4,50000000,46000000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,4. Mua xe,12,1. Không có giấy tờ chứng minh thu nhập,2,3. Đại học
1863,1. Trả nợ trễ hạn,0. Nữ,48,3. Ly hôn,3,28000000,24000000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,2. Học tập,6,1. Không có giấy tờ chứng minh thu nhập,2,3. Đại học
1864,1. Trả nợ trễ hạn,1. Nam,45,4. Góa,3,50000000,46000000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,2. Học tập,5,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1865,1. Trả nợ trễ hạn,1. Nam,35,2. Độc thân,1,28000000,24000000,250000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,2. Học tập,8,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
1866,1. Trả nợ trễ hạn,1. Nam,38,3. Ly hôn,4,27000000,23000000,350000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
1867,1. Trả nợ trễ hạn,0. Nữ,35,2. Độc thân,1,40000000,36000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,300000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
1868,1. Trả nợ trễ hạn,1. Nam,32,2. Độc thân,3,40000000,36000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,2. Học tập,8,1. Không có giấy tờ chứng minh thu nhập,2,3. Đại học
1869,1. Trả nợ trễ hạn,1. Nam,48,3. Ly hôn,4,35000000,31000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,2. Học tập,5,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1870,1. Trả nợ trễ hạn,1. Nam,49,3. Ly hôn,1,50000000,46000000,350000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,4. Mua xe,10,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1871,1. Trả nợ trễ hạn,0. Nữ,30,3. Ly hôn,4,40000000,36000000,300000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,2. Học tập,8,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1872,1. Trả nợ trễ hạn,1. Nam,46,3. Ly hôn,2,50000000,46000000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,4. Mua xe,6,1. Không có giấy tờ chứng minh thu nhập,2,3. Đại học
1873,1. Trả nợ trễ hạn,1. Nam,32,3. Ly hôn,1,50000000,46000000,250000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,0,3. Đại học
1874,1. Trả nợ trễ hạn,0. Nữ,48,3. Ly hôn,4,28000000,8500000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,2. Học tập,8,1. Không có giấy tờ chứng minh thu nhập,2,3. Đại học
1875,1. Trả nợ trễ hạn,0. Nữ,48,4. Góa,1,27000000,7500000,300000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,6,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
1876,1. Trả nợ trễ hạn,0. Nữ,51,2. Độc thân,2,35000000,7500000,190000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
1877,1. Trả nợ trễ hạn,0. Nữ,35,4. Góa,3,30000000,3900000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,2. Học tập,10,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
1878,1. Trả nợ trễ hạn,1. Nam,48,3. Ly hôn,3,28000000,8500000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1879,1. Trả nợ trễ hạn,1. Nam,50,2. Độc thân,1,30000000,8500000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1880,1. Trả nợ trễ hạn,1. Nam,32,4. Góa,4,27000000,8000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
1881,1. Trả nợ trễ hạn,0. Nữ,30,4. Góa,1,35000000,8500000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,6. Đầu tư chứng khoán,8,1. Không có giấy tờ chứng minh thu nhập,0,3. Đại học
1882,1. Trả nợ trễ hạn,1. Nam,32,4. Góa,2,40000000,8500000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,4. Mua xe,12,1. Không có giấy tờ chứng minh thu nhập,1,3. Đại học
